,Date and Time,Name,Phone Number,Location,Estimated Number of Victims,Report Details,Category
383,2024-01-20 4:50:31,Shin Lim,9455345979,"Block 8 Lot 8 Yang St., Vernon Compound, Brgy. Pulo, Cabuyao City, Laguna",10,ANG LAKAS PO NG LINDOL! MAY AFTERSHOCKS PO GUMUHO NA PO LAPAG NG BAHAY NAMIN HUHUHU STRANDED PO KAMI RITO TULONG PO,Other Emergency
384,2024-01-20 9:14:43,King Yap,9899780313,"Xavier Terraces, Brgy. Poblacion Uno, Cabuyao City, Laguna",20,Gumuho na po ang ibang pader ng 1st floor! Andito po kami sa CR! Nilindol po kami,Other Emergency
385,2024-01-20 14:37:55,Gabriel Chen,9136892450,"Vansen Factory, Brgy. San Isidro, Cabuyao City, Laguna",75,Nasusunog po pabrika namin! Tulong po ANG LAKI NA NG APOY DIOS MIO,Other Emergency
386,2024-01-20 21:30:12,Shin Tan,9570236894,"Rendon Manufacturing Corp., Brgy. Bigaa, Cabuyao City, Laguna",100,STRANDED PO KAMI SA PABRIKA! LUMINDOL PO! MARAMING NAGBAGSAKAN NA KAGAMITAN! TULONG PO PLEASE,Other Emergency
387,2024-01-21 2:14:37,Francis Yu,9014671238,"Labrador Manufacturing Corp., Brgy. Bigaa, Cabuyao City, Laguna",100,NASUSUNOG PO BA ANG PABRIKA! TULONG PO HUHUHU SA 1ST FLOOR PO NAGSIMULA SUNOG,Other Emergency
388,2024-01-21 6:39:25,Catherine King,9458015672,"Block 5 Lot 6 Umbrella St., Residentville Subd., Brgy. Diezmo, Cabuyao City, Laguna",9,ang taas na po ng tubig dito binabaha na po kami! stranded po sa maywell huhuhu kanina pa po ang baha sa labas pumasok na sa loob ng bahay,Other Emergency
389,2024-01-21 11:47:09,Paul Ongpauco,9791459016,"Young St., Tarnwood Village, Brgy. Marinig, Cabuyao City, Laguna",10,RESCUE! ANG TAAS NA PO NG BAHA RITO SA TARNWALL TULONG PO STRANDED NA PO KAMI HUHUHU,Other Emergency
390,2024-01-21 18:03:21,Portia Ferenda,9235893450,"Unit 405, Tower B, Skyline Avenue, Horizon Tower, Brgy. Butong, Cabuyao City, Laguna",4,ANG LAKAS PO NG LINDOL! DI NA PO KAMI MAKABABA! MAY MGA MATATANDA PO AKONG KASAMA! TULONG PO PLEASE,Other Emergency
391,2024-01-22 0:15:34,Rob Wong,9679237894,"Phase 9, Creekville Subd., Brgy. Sala, Cabuyao City, Laguna",6,Binabaha na po kami rito malapit sa ilat huhuhu tulong po di na po kami makaalis ng bahay! maliliit pa po mga anak RESCUE PO,Other Emergency
392,2024-01-22 6:52:29,Jin Bautista,9023672138,"Block 8 Lot 9, Portia St., Carbon Compund, Brgy. Butong, Cabuyao City, Laguna",3,nasusunog po 1st floor namin huhuhu tulong po nag-amoy gas po tapos may lumiyab,Other Emergency
393,2024-01-22 12:17:41,Joseph Dimacali,9467016572,"Jones Textile Manufacturing Corp., Brgy. Banay-banay, Cabuyao City, Laguna",30,NASUSUNOG PO YUNG PABRIKA NG TELA RITO SA BANAY-BANAY! TULONG PO HUHUHU ANG DAMI PA PO NAMING DI MAKAALIS NG PABRIKA,Other Emergency
394,2024-01-22 17:35:48,Beatrice Santos,9801450916,"
Phase 11, Yurika Subd., Brgy. Poblacion Tres, Cabuyao City, Laguna",6,GUMUHO PO ANG LUPA RITO SA TAPAT NG BAHAY NAMIN! DI PO KAMI MAKAALIS! GUTOM NA PO KAMI HUHUHU WALA PO KAMING MADAANAN,Other Emergency
395,2024-01-23 1:20:11,Matthew Fernandez,9109326845,"Zant Manufacturing Corp., Brgy. Bigaa, Cabuyao City, Laguna",25,Bumagsak po mga kagamitan sa pabrika huhuhu ANG LAKAS PO NG LINDOL AT AFTERSHOCKS HUHUHUHU TULONG PO DI PO KAMI MAKAALIS,Other Emergency
396,2024-01-23 8:14:39,Charlotte Reyes,9543761289,"Estaña Subd., Brgy. Banlic, Cabuyao City, Laguna",20,BINABAHA NA PO KAMI RITO SA ESTAÑA! TULONG PO HUHUHU STRANDED NA PO KAMI,Other Emergency
397,2024-01-23 12:45:05,Napay Espanya,9087105623,"Avensana Towers, Brgy. Banlic, Cabuyao City, Laguna",100,NASUSUNOG PO AVENSANA! ANG LAKI PO NG APOY! MARAMI PONG DI MAKAALIS GALING SA IBABAW NA PALAPAG!! TULONG PO,Other Emergency
398,2024-01-23 18:29:59,Chiz Luis,9421549067,"Phase 10, Hollow Avenida Compound, Brgy. Mamatid, Cabuyao City, Laguna",2,May sunog po sa tindahan dito sa amin! Tulong po ang bilis kumalat ng fire,Other Emergency
399,2024-01-24 2:17:30,Augusto Ramirez,9765983401,"Block 41 Lot 39 Inertia St., Courtville Subdivision, Brgy. Pulo, Cabuyao City, Laguna",5,"lumindol po sa amin, di kami makaalis ng kwarto! may nakaharang ata na aparador bumagsak tulong po huhuhuhu",Other Emergency
400,2024-01-24 7:38:42,Gina Marquez,9209327845,"Tio Corp., Brgy. Mamatid, Cabuyao City, Laguna",60,"May sunog po sa pabrika. galing po sa 2nd floor tulong po, marami pa tao sa taas",Other Emergency
401,2024-01-24 12:27:17,Roberto Navarro,9434264567,"Horizon Street, Sunset Villas, Brgy. Poblacion Dos, Cabuyao City, Laguna",7,"Nagbanggaan ang dalawang sasakyan sa kanto, kailangan ng tulong.",Vehicular Accident
402,2024-01-24 16:42:05,Mayumi Sandoval,9853457684,"Morning Star Street, Brgy. Diezmo, Cabuyao City, Laguna",2,Nawalan ng preno ang kotse at bumangga sa puno.,Vehicular Accident
403,2024-01-25 0:13:19,Val Villanueva,9535486484,"Sunshine Village, Brgy. Banlic, Cabuyao City, Laguna",11,May aksidente na kinasasangkutan ng trak at motorsiklo.,Vehicular Accident
404,2024-01-25 5:25:29,Mel David,9458345645,"Along the highway, Brgy. Pulo, Cabuyao City, Laguna",13,Nag-wreck ang kotse at ngayon ay nakaharang sa kalsada.,Vehicular Accident
405,2024-01-25 11:19:46,Alan Reyes,9234563568,"Golden Heights, Brgy. Butong, Cabuyao City, Laguna",4,Sumemplang ang motorsiklo at tumilapon sa bangketa.,Vehicular Accident
406,2024-01-25 15:47:56,Gloria Hernandez,9534563465,"Along the highway, Brgy. Sala, Cabuyao City, Laguna",5,May multiple vehicle na aksidente sa highway.,Vehicular Accident
407,2024-01-25 22:11:18,Benjamin Lopez,9823475845,"Orchard Park, Brgy. Diezmo, Cabuyao City, Laguna",7,Nabangga ang kotse sa poste matapos mawalan ng kontrol.,Vehicular Accident
408,2024-01-26 4:30:49,Nina Gomez,9823457684,"Along the highway Marinig Cabuyao,Laguna",9,Nabali ang truck at bumangga sa gilid ng kalsada.,Vehicular Accident
409,2024-01-26 9:37:32,Mario dela Cruz,9283458384,"Harvest Road, Golden Valley Subdivision, Brgy. San Isidro, Cabuyao City, Laguna",12,Nabangga ang sasakyan sa isang bus at nagdulot ng trapik.,Vehicular Accident
410,2024-01-26 14:57:44,Ashley Aquino,9823474838,"Sunset Subd., Brgy. Marinig, Cabuyao City, Laguna",11,Sumemplang ang motorsiklo matapos banggain ng isang kotse.,Vehicular Accident
411,2024-01-26 19:25:37,Leonardo Morales,9014671230,"Along the highway, Brgy. Banlic, Cabuyao City, Laguna",4,Nagbanggaan ang dalawang trak at ngayon ay nagdulot ng trapik.,Vehicular Accident
412,2024-01-27 1:57:21,Wendy Yang,9014681231,"Pinecrest Subd., Brgy. Pittland, Cabuyao City, Laguna",4,Ang kotse ay natumba matapos mawalan ng preno sa pababa.,Vehicular Accident
413,2024-01-27 7:46:50,Stephen Ang,9014691232,"Banyan Grove, Brgy. Pulo, Cabuyao City, Laguna",5,Sumalpok ang sasakyan sa poste matapos mag-swerve.,Vehicular Accident
414,2024-01-27 13:41:08,Kimberly Yap,9014701233,"Riverside Drive, Brgy. Sala, Cabuyao City, Laguna",5,Nawalan ng kontrol ang kotse at bumangga sa barandilya.,Vehicular Accident
415,2024-01-27 18:59:22,Gabriel Chen,9014711234,"Maple Residences, Brgy. San Isidro, Cabuyao City, Laguna",7,Nabangga ang kotse matapos tumama sa lubak at tumilapon.,Vehicular Accident
416,2024-01-28 1:23:19,Cole Vergara,9014721235,"Main St., Brgy. Casile, Cabuyao City, Laguna",8,Sumalpok ang kotse sa isang building matapos mawalan ng preno.,Vehicular Accident
417,2024-01-28 7:32:54,Francis Tiu,9014731236,"Jose Lopez Road, Brgy. Banay-Banay, Cabuyao City, Laguna",3,Ang motorsiklo ay tumilapon matapos sumalpok sa likod ng trak.,Vehicular Accident
418,2024-01-28 13:19:42,Kat King,9014741237,"Commerce Ave., Brgy. Banlic, Cabuyao City, Laguna",3,Nabangga ang kotse matapos mawalan ng kontrol sa kurbada.,Vehicular Accident
419,2024-01-28 18:57:35,Mark Samban,9014751238,"JJJ Commercial Building, Brgy. Bigaa, Cabuyao City, Laguna",2,Sumalpok ang trak sa isang bahay matapos mawalan ng preno.,Vehicular Accident
420,2024-01-29 0:43:29,James Smith,9014761239,"McKinley St., Brgy. Butong, Cabuyao City, Laguna",1,Ang motorsiklo ay sumemplang matapos sumalpok sa gilid ng kotse.,Vehicular Accident
421,2024-01-29 6:28:11,Mary Johnson,9014771240,"Main St., Brgy. Casile, Cabuyao City, Laguna",1,Nawalan ng preno ang trak at bumangga sa hanay ng mga sasakyan.,Vehicular Accident
422,2024-01-29 12:32:08,John Williams,9014781241,"Ion Towers, Brgy. Diezmo, Cabuyao City, Laguna",1,Nag-flip ang kotse matapos mag-swerve sa basang kalsada.,Vehicular Accident
423,2024-01-29 17:49:37,Patricia Brown,9014791242,"National Highway, Barangay Banlic, Cabuyao City, Laguna",5,Sumemplang ang motorsiklo matapos sumalpok sa kotse sa intersection.,Vehicular Accident
424,2024-01-30 1:30:15,Robert Jones,9014801243,"Phase 2, Harmony Homes, Brgy. Mamatid, Cabuyao City, Laguna",5,Nagbanggaan ang dalawang kotse at nagdulot ng major wreck.,Vehicular Accident
425,2024-04-30 8:45:12,Linda Garcia,9014811244,"Ayala Blvd., Brgy. Marinig, Cabuyao City, Laguna",7,Ang kotse ay tumilapon sa kanal matapos mawalan ng kontrol.,Vehicular Accident
426,2024-04-30 13:57:41,Michael Miller,9014821245,"Parken Mall, Brgy. Niugan, Cabuyao City, Laguna",2,Sumalpok ang trak sa guardrail matapos mawalan ng kontrol.,Vehicular Accident
427,2024-04-30 20:29:38,Barbara Davis,9014831246,"Block 3, Pleasantville Subd., Brgy. Pittland, Cabuyao City, Laguna",3,Nag-flip ang kotse matapos tumama sa lubak sa mabilis na takbo.,Vehicular Accident
428,2024-04-01 20:29:38,William Rodriguez,9014841247,"Ayala Highway, Brgy. Pulo, Cabuyao City, Laguna",4,Sumalpok ang trak sa harapan ng building at nagdulot ng trapik.,Vehicular Accident
429,2024-01-24 12:27:17,Elizabeth Martinez,9014851248,"J.P. Rizal St., Brgy. Sala, Cabuyao City, Laguna",2,Ang motorsiklo ay sumemplang matapos tumama sa lubak.,Vehicular Accident
430,2024-01-24 16:42:05,David Hernandez,9014861249,"Sly Smith Avenue, Brgy. San Isidro, Cabuyao City, Laguna",4,Nabangga ang kotse sa isang poste matapos mawalan ng preno.,Vehicular Accident
431,2024-01-25 0:13:19,Jennifer Lopez,9014871250,"Pulo-Diezmo Road Cabuayo,Laguna",6,Nag-wreck ang kotse matapos mawalan ng kontrol sa kurbada.,Vehicular Accident
432,2024-01-25 5:25:29,Richard Wilson,9014881251,"Ayala Highway, Brgy. Pulo, Cabuyao City, Laguna",8,Sumalpok ang trak sa gilid ng kalsada at nakaharang ngayon.,Vehicular Accident
433,2024-01-25 11:19:46,Maria Anderson,9014891252,"Westwood Estates, Brgy. Poblacion Uno, Cabuyao City, Laguna",12,Nawalan ng kontrol ang kotse at sumalpok sa isang poste.,Vehicular Accident
434,2024-01-25 15:47:56,Joseph Thomas,9014901253,"Jorge Amdeo Highway, Brgy. Casile, Cabuyao City, Laguna",4,Ang motorsiklo ay sumemplang matapos mawalan ng kontrol sa highway.,Vehicular Accident
435,2024-01-25 22:11:18,Susan Taylor,9014911254,"Along the highway, Brgy. Banay-Banay, Cabuyao City, Laguna",7,Nag-flip ang kotse matapos mag-swerve sa basang kalsada.,Vehicular Accident
436,2024-01-26 4:30:49,Thomas Moore,9014921255,"Ayala Blvd., Orchard Park, Brgy. Diezmo, Cabuyao City, Laguna",7,Sumemplang ang motorsiklo matapos sumalpok sa gilid ng trak.,Vehicular Accident
437,2024-01-26 9:37:32,Margaret Jackson,9014931256,"Crossing Maharlika Highway, Barangay Banay-Banay, Cabuyao City, Laguna",8,Nagbanggaan ang dalawang sasakyan at nagdulot ng trapik.,Vehicular Accident
438,2024-01-26 14:57:44,Charles Martin,9014941257,"Oyster Street, Pearl Avenue Subdivision, Brgy. Baclaran, Cabuyao City, Laguna",12,Nawalan ng preno ang trak at sumalpok sa hanay ng mga sasakyan.,Vehicular Accident
439,2024-01-26 19:25:37,Dorothy Lee,9014951258,"Dawn Street, Sunrise Hills Subdivision, Brgy. Pittland, Cabuyao City, Laguna",3,Ang kotse ay natumba matapos tumama sa lubak sa mabilis na takbo.,Vehicular Accident
440,2024-01-27 1:57:21,Christopher Perez,9014961259,"Crossing ng Maharlika Highway at National Road, Barangay Banay-Banay, Cabuyao City, Laguna",5,Nagbanggaan ang dalawang sasakyan sa intersection.,Vehicular Accident
441,2024-01-27 7:46:50,Lisa Thompson,9014971260,"Block 4, Valley View Homes, Brgy. Niugan, Cabuyao City, Laguna",6,Sumalpok ang motorsiklo sa gilid ng kotse at tumilapon.,Vehicular Accident
442,2024-01-27 13:41:08,Daniel White,9014981261,"Phase 5, Pinecrest Subd., Brgy. Pittland, Cabuyao City, Laguna",12,Nabangga ang kotse sa guardrail matapos mawalan ng kontrol.,Vehicular Accident
443,2024-01-27 18:59:22,Nancy Harris,9014991262,"Paseo de Banyan, Brgy. Pulo, Cabuyao City, Laguna",11,Nag-flip ang kotse matapos tumama sa lubak sa mabilis na takbo.,Vehicular Accident
444,2024-01-28 1:23:19,Matthew Sanchez,9015001263,"Riverside Drive, Brgy. Sala, Cabuyao City, Laguna",14,Nabangga ang kotse sa poste matapos mawalan ng preno.,Vehicular Accident
445,2024-01-28 7:32:54,Karen Clark,9015011264,"Galvingston Avenue, Brgy. San Isidro, Cabuyao City, Laguna",3,Sumalpok ang motorsiklo sa gilid ng kotse at tumilapon.,Vehicular Accident
446,2024-01-28 13:19:42,Anthony Ramirez,9015021265,"Kamsan Road, Brgy. Baclaran, Cabuyao City, Laguna",5,Nagbanggaan ang dalawang sasakyan sa intersection.,Vehicular Accident
447,2024-01-28 18:57:35,Betty Lewis,9015031266,"Villerion 1, Brgy. Banay-Banay, Cabuyao City, Laguna",6,Nag-flip ang kotse matapos tumama sa lubak sa mabilis na takbo.,Vehicular Accident
448,2024-01-29 0:43:29,Donald Robinson,9015041267,"Commerce Ave., Brgy. Banlic, Cabuyao City, Laguna",8,Nawalan ng kontrol ang kotse at sumalpok sa isang poste.,Vehicular Accident
449,2024-01-29 6:28:11,Helen Walker,9015051268,"Juan Rosas Highway, Brgy. Bigaa, Cabuyao City, Laguna",12,Sumalpok ang motorsiklo sa gilid ng kotse at tumilapon.,Vehicular Accident
450,2024-01-29 12:32:08,Mark Young,9015061269,"McKinley St., Brgy. Butong, Cabuyao City, Laguna",10,Nag-flip ang kotse matapos mag-swerve sa basang kalsada.,Vehicular Accident
451,2024-01-29 17:49:37,Sandra Allen,9015071270,"Main St., Brgy. Casile, Cabuyao City, Laguna",6,"An earthquake struck, causing buildings to shake and roads to crack.",Other Emergency
452,2024-01-30 1:30:15,Paul King,9015081271,"Dr. Quirino Gonzales Ave., Brgy. Diezmo, Cabuyao City, Laguna",6,The fire is spreading rapidly through the residential area.,Other Emergency
453,2024-04-30 8:45:12,Donna Wright,9015091272,"Block 5, Lot 10, Hillcrest Village, Brgy. Gulod, Cabuyao City, Laguna",6,"Flash floods are sweeping through the town, and people need rescue.",Other Emergency
454,2024-04-30 13:57:41,Steven Scott,9015101273,"Along the Highway, Brgy. San Isidro Cabuyao, Laguna",4,"The earthquake has caused a landslide, blocking the main road.",Other Emergency
455,2024-04-30 20:29:38,Carol Torres,9015111274,"Ayala Blvd., Brgy. Marinig, Cabuyao City, Laguna",3,"There’s a major fire in the industrial complex, and emergency services are on the scene.",Other Emergency
456,2024-04-01 20:29:38,Andrew Nguyen,9015121275,"Triumph Mall, Brgy. Niugan, Cabuyao City, Laguna",2,"Floodwaters are rising quickly, and evacuation is underway.",Other Emergency
457,2024-01-25 6:25:19,Ruth Hill,9015131276,"Block 3, Pleasantville Subd., Brgy. Pittland, Cabuyao City, Laguna",1,"A severe earthquake has damaged infrastructure, and buildings are collapsing.",Other Emergency
458,2024-01-29 7:27:11,Kenneth Flores,9015191282,"Ayala Highway, Brgy. Pulo, Cabuyao City, Laguna",7,The fire has engulfed several houses and is spreading towards the forest.,Other Emergency
459,2024-05-12 9:25:19,Sharon Green,9015201283,"J.P. Rizal St., Brgy. Sala, Cabuyao City, Laguna",8,Rescue teams are needed for people trapped by the flash flood.,Other Emergency
460,2024-01-20 4:50:31,Joshua Adams,9015211284,"Moore Blvd., Brgy. San Isidro, Cabuyao City, Laguna",6,An earthquake has caused a major power outage across the city.,Other Emergency
461,2024-01-20 8:15:45,Michelle Nelson,9015221285,"Unit 101, Poblacion Uno Plaza, Brgy. Poblacion Uno, Cabuyao City, Laguna",6,The flood is causing severe damage to homes and businesses in the area.,Other Emergency
462,2024-01-20 12:30:00,Kevin Baker,9015231286,"Building A, Poblacion Dos Commercial Center, Brgy. Poblacion Dos,
Cabuyao City, Laguna",5,Firefighters are battling a blaze in a high-rise building downtown.,Other Emergency
463,2024-01-20 16:45:15,Laura Hall,9015241287,"Block 8, Lot 15, Sunshine Village, Brgy. Banay-Banay, Cabuyao City, Laguna",8,"An earthquake hit, and people are evacuating from damaged structures.",Other Emergency
464,2024-01-20 19:10:50,Brian Rivera,9015251288,"Phase 1, Acacia Homes, Brgy. Bigaa, Cabuyao City, Laguna",7,The flash flood has washed away several vehicles and debris.,Other Emergency
465,2024-01-20 23:55:05,Sarah Campbell,9015261289,"Main St., Golden Heights, Brgy. Butong, Cabuyao City, Laguna",3,"The fire is out of control, and residents are being evacuated.",Other Emergency
466,2024-01-20 5:10:12,George Mitchell,9015271290,"Block 6, Lot 20, Pleasantville Subd., Brgy. Casile, Cabuyao City, Laguna",11,Rescue operations are underway after the earthquake caused widespread damage.,Other Emergency
467,2024-01-20 5:30:28,Kimberly Carter,9015281291,"Ayala Blvd., Orchard Park, Brgy. Diezmo, Cabuyao City, Laguna",2,"The flood has submerged streets and homes, causing major disruptions.",Other Emergency
468,2024-01-20 5:50:44,Edward Roberts,9015291292,"Block 2, Hillcrest Village, Brgy. Gulod, Cabuyao City, Laguna",12,"A major fire broke out in the warehouse, and smoke is billowing into the sky.",Other Emergency
469,2024-01-20 6:11:00,Deborah Gomez,9015301293,"Phase 3, Harmony Homes, Brgy. Mamatid, Cabuyao City, Laguna",13,"An earthquake has disrupted services, and rescue efforts are in progress.",Other Emergency
470,2024-01-20 6:31:16,Ronald Phillips,9015311294,"Building B, Sunset Subd. Commercial Complex, Brgy. Marinig,
 Cabuyao City, Laguna",4,The flash flood is threatening to overflow into residential areas.,Other Emergency
471,2024-01-20 6:51:32,Jessica Turner,9015321295,"Block 4, Valley View Homes, Brgy. Niugan, Cabuyao City, Laguna",5,Emergency crews are responding to a large fire in the commercial district.,Other Emergency
472,2024-01-20 7:11:48,Timothy Parker,9015331296,"Phase 5, Pinecrest Subd., Brgy. Pittland, Cabuyao City, Laguna",6,"The earthquake has triggered landslides, making roads impassable.",Other Emergency
473,2024-01-20 7:32:04,Shirley Evans,9015341297,"Paseo de Banyan, Brgy. Pulo, Cabuyao City, Laguna",7,"The flood is causing traffic chaos, and cars are being swept away.",Other Emergency
474,2024-01-20 7:52:20,Jason Edwards,9015351298,"Riverside Drive, Brgy. Sala, Cabuyao City, Laguna",8,"A fire erupted in the market area, and emergency services are on the scene.",Other Emergency
475,2024-01-20 8:12:36,Cynthia Collins,9015361299,"Criterion Mall, Brgy. San Isidro, Cabuyao City, Laguna",9,Rescue teams are assisting those affected by the earthquake in the city center.,Other Emergency
476,2024-01-20 8:32:52,Jeffrey Stewart,9015371300,"Sand Subdivision, Brgy. Banay-Banay, Cabuyao City, Laguna",3,Flash floods have cut off access to several neighborhoods.,Other Emergency
477,2024-01-20 8:53:08,Angela Morris,9015381301,"Acacia Homes, Brgy. Bigaa, Cabuyao City, Laguna",4,The fire has destroyed multiple buildings and is spreading rapidly.,Other Emergency
478,2024-01-20 9:13:24,Ryan Rogers,9015391302,"Pleasantville Subdivision, Brgy. Casile, Cabuyao City, Laguna",5,An earthquake has caused major structural damage to bridges and roads.,Other Emergency
479,2024-01-20 9:33:40,Melissa Reed,9015401303,"Salt Village, Brgy. Gulod, Cabuyao City, Laguna",5,"Floodwaters are surging through the town, requiring immediate evacuation.",Other Emergency
480,2024-01-20 9:53:56,Jacob Cook,9015411304,"Harmony Homes, Brgy. Mamatid, Cabuyao City, Laguna",6,Emergency services are battling a massive fire in the downtown area.,Other Emergency
481,2024-01-20 10:14:12,Brenda Morgan,9015421305,"Sunset Subdivision, Brgy. Marinig, Cabuyao City, Laguna",4,The earthquake has caused gas leaks and fires in several locations.,Other Emergency
482,2024-01-20 10:34:28,Gary Bell,9015431306,"Valley View Homes, Brgy. Niugan, Cabuyao City, Laguna",2,"The flood has overwhelmed drainage systems, flooding streets and homes.",Other Emergency
483,2024-01-20 10:54:44,Amy Murphy,9015441307,"Crest Subdivision, Brgy. Pittland, Cabuyao City, Laguna",1,Rescue operations are underway after the fire engulfed a residential block.,Other Emergency
484,2024-01-20 11:15:00,Nicholas Bailey,9015451308,"Paseo de Halaw, Brgy. Pulo, Cabuyao City, Laguna",11,"An earthquake caused a major collapse, trapping people in the debris.",Other Emergency
485,2024-01-20 11:35:16,Anna Rivera,9015461309,"The Ville Subdivision, Phase 2, Brgy. Casile, Cabuyao City, Laguna",2,The flash flood is washing away cars and trees in its path.,Other Emergency
486,2024-04-30 20:29:39,Eric Cooper,9015471310,"Saturn Village, Block 5, Lot 10, Brgy. Gulod, Cabuyao City, Laguna",6,"A fire broke out in a factory, and thick smoke is visible for miles.",Other Emergency
487,2024-04-30 20:29:40,Rebecca Richardson,9015481311,"Harmony Homes, Phase 2, Brgy. Mamatid, Cabuyao City, Laguna",4,Rescue teams are needed after the earthquake caused building collapses.,Other Emergency
488,2024-04-30 20:29:41,Stephen Cox,9015491312,"Sunset Subdivision, Building B, Commercial Area, Brgy. Marinig, 
Cabuyao City, Laguna",2,"The flood is rising quickly, and many homes are at risk.",Other Emergency
489,2024-04-30 20:29:42,Virginia Howard,9015501313,"Valley View Homes, Block 4, Brgy. Niugan, Cabuyao City, Laguna",5,"A major fire has broken out, and evacuation orders are in place.",Other Emergency
490,2024-04-30 20:29:43,Jonathan Ward,9015511314,"Buena Gumamela Subdivision, Phase 5, Brgy. Pittland, Cabuyao City, Laguna",6,The earthquake has caused significant damage to the infrastructure.,Other Emergency
491,2024-01-20 14:57:56,Kathleen Brooks,9015521315,"Rosas Subdivision, Laurel Road, Brgy. Banay-Banay, Cabuyao City, Laguna",5,"Flash floods have created hazardous conditions, and rescues are ongoing.",Other Emergency
492,2024-01-20 15:18:12,Larry Carter,9015531316,"Sampaguita Homes, Brgy. Bigaa, Cabuyao City, Laguna",6,The fire has spread to several adjacent buildings and is still out of control.,Other Emergency
493,2024-01-20 15:38:28,Pamela Henderson,9015541317,"Pleasantville Subdivision, Main Street, Brgy. Casile, Cabuyao City, Laguna",5,"An earthquake caused significant structural damage, leading to emergency evacuations.",Other Emergency
494,2024-01-20 15:58:44,Justin Watson,9015551318,"Harmony Homes, Phase 3, Brgy. Mamatid, Cabuyao City, Laguna",5,"Floodwaters are reaching critical levels, and sandbags are being distributed.",Other Emergency
495,2024-01-20 16:19:00,Martha Coleman,9015561319,"Sunset Subdivision, Whale Drive, Brgy. Marinig, Cabuyao City, Laguna",5,"A fire is raging through the industrial park, and firefighters are on the scene.",Other Emergency
496,2024-01-20 16:39:16,Scott Sanders,9015571320,"Pinecrest Subdivision, Ayala Highway, Brgy. Pittland, Cabuyao City, Laguna",3,"The earthquake triggered a series of landslides, blocking the main highway.",Other Emergency
497,2024-01-20 16:59:32,Debra Perry,9015581321,"Valley View Homes, Robinsons Mall, Brgy. Niugan, Cabuyao City, Laguna",1,"Flash floods are affecting transportation, and many roads are impassable.",Other Emergency
498,2024-01-20 17:19:48,Brandon Powell,9015591322,"Hillcrest Village, Block 2, Brgy. Gulod, Cabuyao City, Laguna",1,The fire department is responding to a large blaze in the warehouse district.,Other Emergency
499,2024-01-20 17:40:04,Amanda Long,9015601323,"Paseo de Quezon, Ayala Blvd., Brgy. Pulo, Cabuyao City, Laguna",1,Rescue teams are on-site after the earthquake caused widespread damage.,Other Emergency
500,2024-01-20 18:00:20,Frank Patterson,9015611324,"Porton Subdivision, Commerce Ave., Brgy. Banay-Banay, Cabuyao City, Laguna",2,"The flood is causing significant damage, and emergency evacuations are being ordered.",Other Emergency
